agent_id,employee_code,agent_name,vendor_id,team,status,joined_at,updated_at,joined_at_dt
AGT0000697,EMP00977,Ananya Rao,VND0000003,DIGITAL,INACTIVE,2024-01-10 23:36:02,2025-03-25 14:11:20,2024-01-10 23:36:02+00:00
AGT0000484,EMP00831,Priya Mehta,VND0000004,FIELD,ACTIVE,2024-01-11 00:14:07,2026-03-24 13:37:52,2024-01-11 00:14:07+00:00
AGT0000137,EMP00072,Vikram Shah,VND0000007,DIGITAL,ACTIVE,2024-01-11 00:33:56,2025-12-14 12:59:03,2024-01-11 00:33:56+00:00
AGT0000181,EMP00801,Sneha Das,VND0000015,T2,INACTIVE,2024-01-11 02:02:52,2025-12-15 11:21:18,2024-01-11 02:02:52+00:00
AGT0000797,EMP01082,Sneha Das,VND0000012,T1,ACTIVE,2024-01-11 02:05:01,2026-01-13 01:19:27,2024-01-11 02:05:01+00:00
AGT0000826,EMP00906,Rohan Patel,VND0000007,T1,SUSPENDED,2024-01-11 02:30:53,2025-04-24 10:18:13,2024-01-11 02:30:53+00:00
AGT0000430,EMP00921,Pooja Nair,VND0000007,T3,INACTIVE,2024-01-11 04:37:45,2025-03-07 01:50:19,2024-01-11 04:37:45+00:00
AGT0000902,EMP00509,Aarav Sharma,VND0000015,DIGITAL,INACTIVE,2024-01-11 07:20:37,2026-03-29 09:31:10,2024-01-11 07:20:37+00:00
AGT0000799,EMP00104,Sneha Das,VND0000009,T1,INACTIVE,2024-01-11 08:02:24,2025-09-08 00:27:11,2024-01-11 08:02:24+00:00
AGT0000415,EMP00568,Aarav Sharma,VND0000006,T2,INACTIVE,2024-01-11 09:58:07,2025-05-19 12:10:13,2024-01-11 09:58:07+00:00
AGT0000268,EMP00867,Amit Kumar,VND0000015,T1,SUSPENDED,2024-01-11 10:10:23,2025-11-29 10:09:09,2024-01-11 10:10:23+00:00
AGT0000246,EMP00579,Pooja Nair,VND0000006,T3,INACTIVE,2024-01-11 10:57:50,2025-06-07 17:44:54,2024-01-11 10:57:50+00:00
AGT0000085,EMP00175,Neha Singh,VND0000001,T3,SUSPENDED,2024-01-11 11:33:34,2025-10-03 00:18:11,2024-01-11 11:33:34+00:00
AGT0000566,EMP00143,Priya Mehta,VND0000004,T2,ACTIVE,2024-01-11 14:11:30,2025-07-13 00:28:15,2024-01-11 14:11:30+00:00
AGT0000192,EMP00768,Rohan Patel,VND0000012,FIELD,ACTIVE,2024-01-11 14:58:24,2026-02-13 03:29:08,2024-01-11 14:58:24+00:00
AGT0000521,EMP00774,Aarav Sharma,VND0000009,T1,ACTIVE,2024-01-11 15:36:13,2025-08-15 19:26:38,2024-01-11 15:36:13+00:00
AGT0000970,EMP00124,Rahul Verma,VND0000004,FIELD,ACTIVE,2024-01-11 15:50:16,2025-10-16 20:03:59,2024-01-11 15:50:16+00:00
AGT0000738,EMP00689,Aarav Sharma,VND0000010,T3,SUSPENDED,2024-01-11 16:11:41,2025-11-17 03:05:43,2024-01-11 16:11:41+00:00
AGT0000127,EMP00822,Pooja Nair,VND0000009,T2,ACTIVE,2024-01-11 16:58:39,2025-06-05 09:45:58,2024-01-11 16:58:39+00:00
AGT0000749,EMP00402,Ananya Rao,VND0000003,FIELD,INACTIVE,2024-01-11 17:25:41,2025-02-20 10:27:03,2024-01-11 17:25:41+00:00
AGT0000584,EMP00330,Rahul Verma,VND0000003,T2,SUSPENDED,2024-01-11 17:29:07,2026-03-30 01:52:25,2024-01-11 17:29:07+00:00
AGT0000836,EMP00478,Vikram Shah,VND0000002,T1,SUSPENDED,2024-01-11 17:40:43,2026-03-03 08:48:59,2024-01-11 17:40:43+00:00
AGT0000414,EMP00191,Ananya Rao,VND0000006,T2,SUSPENDED,2024-01-11 19:02:06,2025-09-24 16:10:39,2024-01-11 19:02:06+00:00
AGT0000300,EMP00741,Pooja Nair,VND0000008,DIGITAL,INACTIVE,2024-01-11 19:33:14,2026-02-08 12:24:53,2024-01-11 19:33:14+00:00
AGT0000506,EMP00485,Sneha Das,VND0000001,DIGITAL,INACTIVE,2024-01-11 21:35:20,2025-05-25 00:45:09,2024-01-11 21:35:20+00:00
AGT0000551,EMP00211,Rahul Verma,VND0000010,T3,SUSPENDED,2024-01-11 22:22:43,2025-12-07 19:45:00,2024-01-11 22:22:43+00:00
AGT0000272,EMP00415,Pooja Nair,VND0000005,DIGITAL,SUSPENDED,2024-01-11 22:28:49,2026-05-29 01:43:23,2024-01-11 22:28:49+00:00
AGT0000725,EMP00926,Sneha Das,VND0000011,DIGITAL,INACTIVE,2024-01-11 22:39:50,2025-06-19 17:50:14,2024-01-11 22:39:50+00:00
AGT0000428,EMP00999,Aarav Sharma,VND0000006,T2,ACTIVE,2024-01-12 00:57:39,2026-02-26 03:37:52,2024-01-12 00:57:39+00:00
AGT0000654,EMP00874,Priya Mehta,VND0000002,FIELD,SUSPENDED,2024-01-12 01:27:23,2026-05-15 05:08:23,2024-01-12 01:27:23+00:00
AGT0000231,EMP01009,Rohan Patel,VND0000011,T1,SUSPENDED,2024-01-12 03:40:19,2025-05-07 23:07:10,2024-01-12 03:40:19+00:00
AGT0000025,EMP00718,Neha Singh,VND0000006,T3,INACTIVE,2024-01-12 04:04:26,2025-09-29 03:09:46,2024-01-12 04:04:26+00:00
AGT0000138,EMP00742,Sneha Das,VND0000008,T1,ACTIVE,2024-01-12 06:05:54,2026-06-02 08:42:50,2024-01-12 06:05:54+00:00
AGT0000229,EMP00427,Aarav Sharma,VND0000013,T2,ACTIVE,2024-01-12 06:29:58,2025-10-03 21:31:49,2024-01-12 06:29:58+00:00
AGT0000529,EMP00885,Aarav Sharma,VND0000010,DIGITAL,INACTIVE,2024-01-12 09:24:28,2025-02-08 03:54:17,2024-01-12 09:24:28+00:00
AGT0000761,EMP00729,Aarav Sharma,VND0000004,T1,INACTIVE,2024-01-12 10:01:44,2025-05-19 13:10:13,2024-01-12 10:01:44+00:00
AGT0000918,EMP00668,Aarav Sharma,VND0000010,DIGITAL,SUSPENDED,2024-01-12 10:38:03,2025-09-26 10:40:54,2024-01-12 10:38:03+00:00
AGT0000149,EMP00998,Rohan Patel,VND0000014,DIGITAL,SUSPENDED,2024-01-12 11:34:44,2025-01-23 16:36:06,2024-01-12 11:34:44+00:00
AGT0000598,EMP00523,Vikram Shah,VND0000014,T3,INACTIVE,2024-01-12 13:26:24,2025-05-03 06:54:39,2024-01-12 13:26:24+00:00
AGT0000737,EMP00270,Pooja Nair,VND0000003,DIGITAL,ACTIVE,2024-01-12 14:24:35,2026-03-22 11:50:52,2024-01-12 14:24:35+00:00
AGT0000152,EMP00904,Amit Kumar,VND0000007,T3,INACTIVE,2024-01-12 14:49:12,2025-12-30 07:51:36,2024-01-12 14:49:12+00:00
AGT0000988,EMP00897,Sneha Das,VND0000003,DIGITAL,ACTIVE,2024-01-12 15:44:38,2025-09-18 12:07:05,2024-01-12 15:44:38+00:00
AGT0000462,EMP00918,Neha Singh,VND0000004,T1,INACTIVE,2024-01-12 16:13:21,2025-12-03 02:20:47,2024-01-12 16:13:21+00:00
AGT0000042,EMP00112,Ananya Rao,VND0000008,T3,SUSPENDED,2024-01-12 19:05:50,2025-02-05 01:54:57,2024-01-12 19:05:50+00:00
AGT0000276,EMP00548,Pooja Nair,VND0000011,T3,INACTIVE,2024-01-12 19:18:17,2025-01-18 01:00:19,2024-01-12 19:18:17+00:00
AGT0000070,EMP00879,Pooja Nair,VND0000013,T1,SUSPENDED,2024-01-12 19:46:56,2026-01-16 04:18:57,2024-01-12 19:46:56+00:00
AGT0000896,EMP00388,Rahul Verma,VND0000007,DIGITAL,SUSPENDED,2024-01-12 20:24:33,2025-09-03 12:39:01,2024-01-12 20:24:33+00:00
AGT0000164,EMP00461,Amit Kumar,VND0000009,T3,INACTIVE,2024-01-12 22:44:56,2025-02-10 05:48:26,2024-01-12 22:44:56+00:00
AGT0000339,EMP00640,Rohan Patel,VND0000008,T1,ACTIVE,2024-01-13 00:47:35,2026-05-04 20:36:21,2024-01-13 00:47:35+00:00
AGT0000358,EMP00393,Neha Singh,VND0000007,T3,INACTIVE,2024-01-13 02:07:16,2025-08-14 05:56:45,2024-01-13 02:07:16+00:00
AGT0000476,EMP00139,Aarav Sharma,VND0000006,T3,ACTIVE,2024-01-13 02:27:40,2026-02-18 04:20:02,2024-01-13 02:27:40+00:00
AGT0000925,EMP00330,Ananya Rao,VND0000007,T3,SUSPENDED,2024-01-13 03:03:29,2025-03-07 07:04:28,2024-01-13 03:03:29+00:00
AGT0000500,EMP00096,Pooja Nair,VND0000006,T3,ACTIVE,2024-01-13 05:46:57,2025-11-12 12:00:49,2024-01-13 05:46:57+00:00
AGT0000081,EMP00259,Ananya Rao,VND0000010,T1,ACTIVE,2024-01-13 07:11:50,2025-11-02 14:36:24,2024-01-13 07:11:50+00:00
AGT0000987,EMP00309,Aarav Sharma,VND0000005,FIELD,SUSPENDED,2024-01-13 07:21:07,2026-03-04 07:11:17,2024-01-13 07:21:07+00:00
AGT0000445,EMP00570,Rahul Verma,VND0000008,FIELD,INACTIVE,2024-01-13 09:44:10,2026-01-15 23:14:52,2024-01-13 09:44:10+00:00
AGT0000163,EMP01060,Neha Singh,VND0000004,T1,SUSPENDED,2024-01-13 10:04:50,2026-02-22 19:03:02,2024-01-13 10:04:50+00:00
AGT0000076,EMP00929,Ananya Rao,VND0000012,T3,INACTIVE,2024-01-13 10:08:16,2026-02-13 10:33:04,2024-01-13 10:08:16+00:00
AGT0000527,EMP00052,Rohan Patel,VND0000005,T2,ACTIVE,2024-01-13 11:05:35,2026-07-30 11:02:41,2024-01-13 11:05:35+00:00
AGT0000886,EMP00800,Sneha Das,VND0000015,T1,SUSPENDED,2024-01-13 11:10:23,2025-09-18 20:14:31,2024-01-13 11:10:23+00:00
AGT0000172,EMP00964,Neha Singh,VND0000007,FIELD,SUSPENDED,2024-01-13 12:40:04,2025-03-06 21:07:35,2024-01-13 12:40:04+00:00
AGT0000167,EMP00888,Ananya Rao,VND0000007,DIGITAL,ACTIVE,2024-01-13 13:06:02,2025-10-21 05:17:04,2024-01-13 13:06:02+00:00
AGT0000992,EMP00403,Aarav Sharma,VND0000001,DIGITAL,ACTIVE,2024-01-13 14:17:18,2025-10-23 06:16:21,2024-01-13 14:17:18+00:00
AGT0000014,EMP01063,Rahul Verma,VND0000010,DIGITAL,ACTIVE,2024-01-13 15:30:57,2026-05-21 21:23:27,2024-01-13 15:30:57+00:00
AGT0000341,EMP00155,Neha Singh,VND0000003,DIGITAL,SUSPENDED,2024-01-13 15:32:37,2026-02-09 17:57:36,2024-01-13 15:32:37+00:00
AGT0000637,EMP00413,Priya Mehta,VND0000009,FIELD,ACTIVE,2024-01-13 16:31:29,2025-08-16 01:07:44,2024-01-13 16:31:29+00:00
AGT0000687,EMP00067,Pooja Nair,VND0000009,T3,ACTIVE,2024-01-13 17:13:19,2025-06-27 16:12:16,2024-01-13 17:13:19+00:00
AGT0000437,EMP00960,Vikram Shah,VND0000001,DIGITAL,SUSPENDED,2024-01-13 17:31:04,2025-02-02 21:14:15,2024-01-13 17:31:04+00:00
AGT0000794,EMP00666,Amit Kumar,VND0000014,T1,INACTIVE,2024-01-13 18:56:53,2025-08-19 03:55:56,2024-01-13 18:56:53+00:00
AGT0000487,EMP00254,Aarav Sharma,VND0000004,T2,INACTIVE,2024-01-13 19:07:37,2026-06-05 01:20:41,2024-01-13 19:07:37+00:00
AGT0000698,EMP00703,Priya Mehta,VND0000009,FIELD,ACTIVE,2024-01-13 20:25:23,2025-12-26 21:40:27,2024-01-13 20:25:23+00:00
AGT0000615,EMP00957,Priya Mehta,VND0000001,T2,SUSPENDED,2024-01-13 21:15:04,2025-01-14 23:17:50,2024-01-13 21:15:04+00:00
AGT0000439,EMP00325,Amit Kumar,VND0000001,T2,SUSPENDED,2024-01-13 21:35:40,2025-10-28 23:24:42,2024-01-13 21:35:40+00:00
AGT0000265,EMP00187,Priya Mehta,VND0000009,T1,INACTIVE,2024-01-13 22:16:14,2025-11-01 12:06:34,2024-01-13 22:16:14+00:00
AGT0000219,EMP00410,Rohan Patel,VND0000014,FIELD,ACTIVE,2024-01-13 23:07:11,2026-05-30 01:10:11,2024-01-13 23:07:11+00:00
AGT0000459,EMP00186,Priya Mehta,VND0000010,T1,SUSPENDED,2024-01-13 23:17:05,2025-06-09 20:56:25,2024-01-13 23:17:05+00:00
AGT0000532,EMP00581,Sneha Das,VND0000002,FIELD,INACTIVE,2024-01-14 00:25:22,2025-09-06 17:54:56,2024-01-14 00:25:22+00:00
AGT0000116,EMP00645,Amit Kumar,VND0000007,T3,SUSPENDED,2024-01-14 00:55:24,2026-02-10 22:43:32,2024-01-14 00:55:24+00:00
AGT0000074,EMP00243,Pooja Nair,VND0000014,T3,SUSPENDED,2024-01-14 01:28:37,2026-02-07 00:09:40,2024-01-14 01:28:37+00:00
AGT0000580,EMP00823,Vikram Shah,VND0000009,T2,SUSPENDED,2024-01-14 01:42:14,2026-05-15 05:51:06,2024-01-14 01:42:14+00:00
AGT0000816,EMP00184,Aarav Sharma,VND0000014,DIGITAL,SUSPENDED,2024-01-14 03:15:00,2026-03-24 11:32:21,2024-01-14 03:15:00+00:00
AGT0000630,EMP00177,Rohan Patel,VND0000005,DIGITAL,SUSPENDED,2024-01-14 04:35:38,2026-04-10 22:31:22,2024-01-14 04:35:38+00:00
AGT0000879,EMP00115,Vikram Shah,VND0000007,T1,ACTIVE,2024-01-14 04:36:29,2026-02-16 02:24:40,2024-01-14 04:36:29+00:00
AGT0000891,EMP00368,Rohan Patel,VND0000008,DIGITAL,SUSPENDED,2024-01-14 05:00:20,2025-11-18 15:47:42,2024-01-14 05:00:20+00:00
AGT0000169,EMP00421,Ananya Rao,VND0000011,T1,ACTIVE,2024-01-14 05:21:27,2025-05-30 23:09:01,2024-01-14 05:21:27+00:00
AGT0000691,EMP00011,Priya Mehta,VND0000002,T1,SUSPENDED,2024-01-14 06:08:10,2026-04-30 11:13:09,2024-01-14 06:08:10+00:00
AGT0000717,EMP00502,Neha Singh,VND0000006,T2,INACTIVE,2024-01-14 06:37:36,2025-10-13 18:40:24,2024-01-14 06:37:36+00:00
AGT0000889,EMP00546,Rahul Verma,VND0000014,DIGITAL,SUSPENDED,2024-01-14 06:56:36,2025-11-24 22:02:45,2024-01-14 06:56:36+00:00
AGT0000677,EMP00077,Amit Kumar,VND0000011,DIGITAL,SUSPENDED,2024-01-14 09:06:07,2026-07-26 00:12:54,2024-01-14 09:06:07+00:00
AGT0000829,EMP00398,Amit Kumar,VND0000001,T1,INACTIVE,2024-01-14 10:01:29,2025-02-25 13:44:48,2024-01-14 10:01:29+00:00
AGT0000488,EMP00457,Aarav Sharma,VND0000008,T1,INACTIVE,2024-01-14 10:38:58,2025-09-18 10:12:13,2024-01-14 10:38:58+00:00
AGT0000741,EMP00057,Priya Mehta,VND0000014,DIGITAL,ACTIVE,2024-01-14 11:04:48,2026-05-07 21:36:38,2024-01-14 11:04:48+00:00
AGT0000156,EMP00687,Ananya Rao,VND0000009,FIELD,ACTIVE,2024-01-14 11:26:25,2025-10-14 13:16:44,2024-01-14 11:26:25+00:00
AGT0000024,EMP00890,Rohan Patel,VND0000009,T2,INACTIVE,2024-01-14 12:16:25,2025-06-24 13:59:06,2024-01-14 12:16:25+00:00
AGT0000056,EMP00423,Aarav Sharma,VND0000008,FIELD,ACTIVE,2024-01-14 13:18:50,2025-11-14 06:50:11,2024-01-14 13:18:50+00:00
AGT0000818,EMP00490,Sneha Das,VND0000003,T2,ACTIVE,2024-01-14 13:27:17,2025-11-15 18:08:02,2024-01-14 13:27:17+00:00
AGT0000586,EMP00616,Amit Kumar,VND0000001,FIELD,INACTIVE,2024-01-14 15:10:40,2025-02-12 15:45:24,2024-01-14 15:10:40+00:00
AGT0000589,EMP00274,Priya Mehta,VND0000015,T1,SUSPENDED,2024-01-14 17:36:55,2025-07-11 22:53:22,2024-01-14 17:36:55+00:00
AGT0000235,EMP00172,Pooja Nair,VND0000001,T1,INACTIVE,2024-01-14 18:02:43,2025-10-20 02:25:29,2024-01-14 18:02:43+00:00
AGT0000881,EMP00708,Priya Mehta,VND0000012,T3,ACTIVE,2024-01-14 18:23:42,2025-12-06 15:27:11,2024-01-14 18:23:42+00:00
AGT0000865,EMP00433,Rahul Verma,VND0000015,DIGITAL,SUSPENDED,2024-01-14 18:54:30,2026-01-16 15:57:54,2024-01-14 18:54:30+00:00
AGT0000978,EMP00868,Sneha Das,VND0000005,FIELD,SUSPENDED,2024-01-14 20:03:53,2026-04-21 16:42:40,2024-01-14 20:03:53+00:00
AGT0000851,EMP00567,Pooja Nair,VND0000012,T2,INACTIVE,2024-01-14 23:02:21,2025-11-17 11:39:45,2024-01-14 23:02:21+00:00
AGT0000348,EMP00804,Aarav Sharma,VND0000005,DIGITAL,ACTIVE,2024-01-14 23:13:04,2025-08-14 04:26:25,2024-01-14 23:13:04+00:00
AGT0000082,EMP00292,Ananya Rao,VND0000013,FIELD,INACTIVE,2024-01-15 02:35:15,2025-02-02 19:14:40,2024-01-15 02:35:15+00:00
AGT0000657,EMP01093,Pooja Nair,VND0000006,DIGITAL,INACTIVE,2024-01-15 03:45:23,2026-07-19 03:15:22,2024-01-15 03:45:23+00:00
AGT0000845,EMP00688,Priya Mehta,VND0000015,T3,ACTIVE,2024-01-15 05:18:28,2026-05-14 11:34:05,2024-01-15 05:18:28+00:00
AGT0000495,EMP00473,Pooja Nair,VND0000005,T2,ACTIVE,2024-01-15 06:20:23,2025-05-25 00:05:34,2024-01-15 06:20:23+00:00
AGT0000356,EMP00639,Pooja Nair,VND0000003,T2,INACTIVE,2024-01-15 07:01:15,2026-02-02 01:50:00,2024-01-15 07:01:15+00:00
AGT0000574,EMP00167,Amit Kumar,VND0000007,T1,INACTIVE,2024-01-15 07:26:45,2025-06-23 10:01:44,2024-01-15 07:26:45+00:00
AGT0000539,EMP00924,Priya Mehta,VND0000006,DIGITAL,INACTIVE,2024-01-15 07:30:40,2026-05-20 14:38:47,2024-01-15 07:30:40+00:00
AGT0000136,EMP00507,Priya Mehta,VND0000001,T1,INACTIVE,2024-01-15 09:42:18,2025-04-27 05:55:24,2024-01-15 09:42:18+00:00
AGT0000279,EMP00582,Amit Kumar,VND0000009,FIELD,ACTIVE,2024-01-15 11:48:52,2026-04-16 23:05:36,2024-01-15 11:48:52+00:00
AGT0000311,EMP01042,Neha Singh,VND0000011,T1,SUSPENDED,2024-01-15 15:58:43,2026-03-24 13:17:16,2024-01-15 15:58:43+00:00
AGT0000400,EMP00368,Vikram Shah,VND0000011,FIELD,SUSPENDED,2024-01-15 16:42:27,2025-10-31 18:00:31,2024-01-15 16:42:27+00:00
AGT0000223,EMP00255,Amit Kumar,VND0000007,T1,ACTIVE,2024-01-15 16:45:45,2025-05-15 15:37:57,2024-01-15 16:45:45+00:00
AGT0000953,EMP00703,Amit Kumar,VND0000011,T2,SUSPENDED,2024-01-15 21:21:47,2026-01-31 08:26:47,2024-01-15 21:21:47+00:00
AGT0000410,EMP00370,Rohan Patel,VND0000005,T3,SUSPENDED,2024-01-16 01:34:06,2025-11-03 04:30:04,2024-01-16 01:34:06+00:00
AGT0000340,EMP00815,Vikram Shah,VND0000002,T3,SUSPENDED,2024-01-16 03:07:12,2025-04-13 14:28:53,2024-01-16 03:07:12+00:00
AGT0000900,EMP00960,Vikram Shah,VND0000014,T1,SUSPENDED,2024-01-16 03:47:33,2025-09-27 08:50:32,2024-01-16 03:47:33+00:00
AGT0000427,EMP01074,Aarav Sharma,VND0000011,DIGITAL,INACTIVE,2024-01-16 04:37:37,2026-03-30 01:32:49,2024-01-16 04:37:37+00:00
AGT0000345,EMP01066,Ananya Rao,VND0000009,DIGITAL,INACTIVE,2024-01-16 04:53:27,2025-03-23 01:36:06,2024-01-16 04:53:27+00:00
AGT0000834,EMP01001,Neha Singh,VND0000010,DIGITAL,SUSPENDED,2024-01-16 04:58:18,2025-01-04 21:37:40,2024-01-16 04:58:18+00:00
AGT0000624,EMP00773,Rohan Patel,VND0000011,FIELD,ACTIVE,2024-01-16 05:40:22,2025-01-11 23:27:30,2024-01-16 05:40:22+00:00
AGT0000704,EMP00720,Aarav Sharma,VND0000010,T1,INACTIVE,2024-01-16 06:05:32,2025-09-01 05:30:34,2024-01-16 06:05:32+00:00
AGT0000080,EMP01059,Aarav Sharma,VND0000007,T2,ACTIVE,2024-01-16 07:22:58,2025-05-10 04:51:38,2024-01-16 07:22:58+00:00
AGT0000147,EMP00904,Pooja Nair,VND0000003,FIELD,SUSPENDED,2024-01-16 09:07:31,2025-05-07 06:21:58,2024-01-16 09:07:31+00:00
AGT0000764,EMP00117,Rahul Verma,VND0000012,T1,SUSPENDED,2024-01-16 11:06:08,2025-01-01 12:34:48,2024-01-16 11:06:08+00:00
AGT0000772,EMP00881,Ananya Rao,VND0000014,FIELD,ACTIVE,2024-01-16 11:32:41,2025-01-28 19:46:40,2024-01-16 11:32:41+00:00
AGT0000936,EMP00194,Pooja Nair,VND0000013,FIELD,SUSPENDED,2024-01-16 11:36:53,2026-01-19 01:36:52,2024-01-16 11:36:53+00:00
AGT0000876,EMP00944,Pooja Nair,VND0000007,DIGITAL,INACTIVE,2024-01-16 14:02:58,2025-02-13 18:17:55,2024-01-16 14:02:58+00:00
AGT0000145,EMP00021,Vikram Shah,VND0000010,DIGITAL,SUSPENDED,2024-01-16 14:50:44,2025-03-19 04:07:47,2024-01-16 14:50:44+00:00
AGT0000418,EMP00822,Priya Mehta,VND0000013,T1,ACTIVE,2024-01-16 16:27:43,2026-04-25 02:58:33,2024-01-16 16:27:43+00:00
AGT0000318,EMP00646,Pooja Nair,VND0000002,T1,SUSPENDED,2024-01-16 17:36:15,2026-01-28 00:41:47,2024-01-16 17:36:15+00:00
AGT0000344,EMP00819,Rahul Verma,VND0000010,T1,ACTIVE,2024-01-16 18:27:51,2025-01-30 09:50:25,2024-01-16 18:27:51+00:00
AGT0000241,EMP00906,Rahul Verma,VND0000013,DIGITAL,INACTIVE,2024-01-16 21:36:34,2026-08-01 23:48:26,2024-01-16 21:36:34+00:00
AGT0000996,EMP00661,Vikram Shah,VND0000013,FIELD,ACTIVE,2024-01-16 21:47:44,2026-04-03 12:24:51,2024-01-16 21:47:44+00:00
AGT0000150,EMP00253,Amit Kumar,VND0000012,T2,ACTIVE,2024-01-16 21:53:58,2026-03-10 21:51:23,2024-01-16 21:53:58+00:00
AGT0000770,EMP00917,Vikram Shah,VND0000004,DIGITAL,ACTIVE,2024-01-16 22:01:15,2026-07-30 02:08:44,2024-01-16 22:01:15+00:00
AGT0000713,EMP00136,Rahul Verma,VND0000011,DIGITAL,INACTIVE,2024-01-16 22:13:32,2025-09-15 22:07:09,2024-01-16 22:13:32+00:00
AGT0000536,EMP00890,Pooja Nair,VND0000010,FIELD,ACTIVE,2024-01-17 00:25:57,2025-09-10 23:48:26,2024-01-17 00:25:57+00:00
AGT0000409,EMP00093,Pooja Nair,VND0000013,DIGITAL,INACTIVE,2024-01-17 02:26:13,2026-01-28 09:49:28,2024-01-17 02:26:13+00:00
AGT0000696,EMP00656,Pooja Nair,VND0000015,T1,ACTIVE,2024-01-17 03:00:40,2025-03-25 15:27:26,2024-01-17 03:00:40+00:00
AGT0000958,EMP00532,Pooja Nair,VND0000013,DIGITAL,INACTIVE,2024-01-17 03:01:56,2025-11-14 21:22:04,2024-01-17 03:01:56+00:00
AGT0000144,EMP00956,Amit Kumar,VND0000010,DIGITAL,ACTIVE,2024-01-17 04:05:44,2026-01-01 17:16:10,2024-01-17 04:05:44+00:00
AGT0000544,EMP01093,Sneha Das,VND0000001,DIGITAL,ACTIVE,2024-01-17 04:28:25,2025-04-23 21:43:06,2024-01-17 04:28:25+00:00
AGT0000778,EMP00388,Amit Kumar,VND0000012,T3,SUSPENDED,2024-01-17 05:20:26,2026-01-05 20:11:38,2024-01-17 05:20:26+00:00
AGT0000483,EMP00214,Rahul Verma,VND0000015,DIGITAL,INACTIVE,2024-01-17 05:48:25,2026-06-26 09:22:02,2024-01-17 05:48:25+00:00
AGT0000864,EMP00372,Sneha Das,VND0000014,FIELD,INACTIVE,2024-01-17 07:04:50,2026-03-24 17:50:32,2024-01-17 07:04:50+00:00
AGT0000280,EMP00470,Neha Singh,VND0000003,T2,ACTIVE,2024-01-17 07:36:23,2026-01-31 14:11:20,2024-01-17 07:36:23+00:00
AGT0000645,EMP00081,Aarav Sharma,VND0000003,T2,INACTIVE,2024-01-17 10:55:30,2025-03-20 21:41:15,2024-01-17 10:55:30+00:00
AGT0000822,EMP00402,Amit Kumar,VND0000009,FIELD,SUSPENDED,2024-01-17 10:55:43,2026-01-28 08:04:16,2024-01-17 10:55:43+00:00
AGT0000454,EMP00093,Vikram Shah,VND0000006,T3,SUSPENDED,2024-01-17 11:48:48,2025-11-06 01:06:06,2024-01-17 11:48:48+00:00
AGT0000470,EMP00805,Priya Mehta,VND0000009,T2,INACTIVE,2024-01-17 12:11:31,2025-01-04 10:22:08,2024-01-17 12:11:31+00:00
AGT0000063,EMP00284,Pooja Nair,VND0000001,T3,ACTIVE,2024-01-17 13:46:01,2026-07-11 07:00:48,2024-01-17 13:46:01+00:00
AGT0000927,EMP00556,Aarav Sharma,VND0000003,T3,INACTIVE,2024-01-17 14:19:09,2025-09-04 23:10:37,2024-01-17 14:19:09+00:00
AGT0000035,EMP00160,Rahul Verma,VND0000013,FIELD,ACTIVE,2024-01-17 14:26:34,2026-07-08 03:01:33,2024-01-17 14:26:34+00:00
AGT0000022,EMP00747,Aarav Sharma,VND0000010,T2,ACTIVE,2024-01-17 17:12:18,2025-01-15 00:48:06,2024-01-17 17:12:18+00:00
AGT0000315,EMP00725,Rohan Patel,VND0000006,T1,SUSPENDED,2024-01-17 18:10:34,2025-07-15 11:28:56,2024-01-17 18:10:34+00:00
AGT0000368,EMP00040,Sneha Das,VND0000002,T3,ACTIVE,2024-01-17 19:42:31,2025-10-31 21:05:54,2024-01-17 19:42:31+00:00
AGT0000735,EMP00593,Aarav Sharma,VND0000011,DIGITAL,ACTIVE,2024-01-17 21:34:13,2025-08-09 11:56:04,2024-01-17 21:34:13+00:00
AGT0000084,EMP00664,Rahul Verma,VND0000005,T1,ACTIVE,2024-01-17 22:23:17,2026-08-03 11:17:44,2024-01-17 22:23:17+00:00
AGT0000371,EMP01044,Sneha Das,VND0000013,T2,SUSPENDED,2024-01-17 23:42:17,2026-02-11 07:40:31,2024-01-17 23:42:17+00:00
AGT0000215,EMP00256,Rohan Patel,VND0000006,FIELD,INACTIVE,2024-01-17 23:44:07,2025-09-20 20:56:38,2024-01-17 23:44:07+00:00
AGT0000123,EMP00899,Sneha Das,VND0000010,DIGITAL,ACTIVE,2024-01-18 00:06:46,2025-11-14 05:43:24,2024-01-18 00:06:46+00:00
AGT0000213,EMP00821,Vikram Shah,VND0000011,T3,ACTIVE,2024-01-18 00:47:52,2025-07-18 01:26:18,2024-01-18 00:47:52+00:00
AGT0000282,EMP00523,Rohan Patel,VND0000006,DIGITAL,INACTIVE,2024-01-18 01:56:21,2025-05-30 00:23:49,2024-01-18 01:56:21+00:00
AGT0000892,EMP00896,Sneha Das,VND0000004,T2,INACTIVE,2024-01-18 02:08:46,2026-05-02 18:50:04,2024-01-18 02:08:46+00:00
AGT0000359,EMP00562,Aarav Sharma,VND0000004,T1,ACTIVE,2024-01-18 04:25:21,2026-03-02 02:33:07,2024-01-18 04:25:21+00:00
AGT0000305,EMP00810,Vikram Shah,VND0000001,T1,ACTIVE,2024-01-18 04:29:23,2026-01-17 00:48:09,2024-01-18 04:29:23+00:00
